City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
304,Nabire,-3.37,135.48,74.95,86,94,5.08,ID,2020-11-04 20:04:28
305,Gamba,-2.65,10.0,76.5,91,100,2.17,GA,2020-11-04 20:04:29
306,Ust-Omchug,61.15,149.63,-3.44,88,100,6.93,RU,2020-11-04 20:04:29
307,Elbrus,43.26,42.64,40.89,63,99,3.56,RU,2020-11-04 20:04:29
308,Siocon,7.71,122.14,78.76,80,100,2.3,PH,2020-11-04 20:04:29
309,Talnakh,69.49,88.4,-0.4,91,0,6.71,RU,2020-11-04 20:03:58
310,Nouadhibou,20.93,-17.03,68.0,82,0,14.99,MR,2020-11-04 20:03:30
311,Fukue,32.69,128.84,59.25,50,9,7.25,JP,2020-11-04 20:04:31
312,Kalofer,42.62,24.98,50.0,67,13,2.64,BG,2020-11-04 20:04:31
313,Huarmey,-10.07,-78.15,69.6,64,3,12.01,PE,2020-11-04 20:04:32
314,Basco,20.45,121.97,78.01,73,97,27.34,PH,2020-11-04 20:03:11
315,Santo Tomas,14.11,121.14,78.8,88,75,2.24,PH,2020-11-04 20:04:32
316,Samokov,42.33,23.55,53.01,95,100,2.82,BG,2020-11-04 20:04:32
317,Luwuk,-0.95,122.79,77.76,75,0,2.53,ID,2020-11-04 20:04:33
318,San Luis,-33.3,-66.34,87.03,17,61,20.47,AR,2020-11-04 20:02:00
319,Arroyos Y Esteros,-25.07,-57.1,91.4,16,0,10.29,PY,2020-11-04 20:04:33
320,Conakry,9.54,-13.68,82.4,83,75,9.17,GN,2020-11-04 20:04:33
321,Ust-Nera,64.57,143.2,0.16,85,100,5.55,RU,2020-11-04 20:04:34
322,Port Keats,-14.25,129.55,82.36,75,44,5.75,AU,2020-11-04 20:04:34
323,Coahuayana,18.73,-103.68,87.8,43,20,5.37,MX,2020-11-04 20:04:34
324,Petrovskoye,57.01,39.27,44.13,87,100,10.69,RU,2020-11-04 20:04:35
325,Nishihara,26.18,127.76,73.4,49,75,13.87,JP,2020-11-04 20:00:54
326,Sorland,67.67,12.69,42.8,87,40,25.28,NO,2020-11-04 20:04:33
327,Coos Bay,43.37,-124.22,75.0,77,90,10.29,US,2020-11-04 20:04:35
328,Mao,39.89,4.27,60.8,77,20,14.99,ES,2020-11-04 20:04:36
329,Petropavlovsk-Kamchatskiy,53.05,158.65,37.4,51,100,15.66,RU,2020-11-04 20:03:06
330,Katherine,-14.47,132.27,84.2,58,75,6.93,AU,2020-11-04 20:04:36
331,Millerovo,48.92,40.4,47.03,81,72,8.93,RU,2020-11-04 20:04:36
332,San Carlos De Bariloche,-41.15,-71.31,46.4,65,40,27.51,AR,2020-11-04 20:04:34
333,Ahipara,-35.17,173.17,62.13,93,100,14.54,NZ,2020-11-04 20:04:37
334,Santiago De Cao,-7.96,-79.24,66.2,72,6,12.75,PE,2020-11-04 20:03:40
335,Buchanan,5.88,-10.05,80.6,94,75,5.17,LR,2020-11-04 20:04:37
336,Mokhsogollokh,61.47,128.92,7.77,93,100,8.97,RU,2020-11-04 20:04:38
337,Natal,-5.79,-35.21,86.0,66,20,11.41,BR,2020-11-04 20:01:35
338,Pacific Grove,36.62,-121.92,75.0,59,1,3.36,US,2020-11-04 20:03:07
339,Hervey Bay,-25.3,152.85,73.0,74,1,4.0,AU,2020-11-04 20:00:53
340,Marzuq,14.4,46.47,60.71,31,0,1.12,YE,2020-11-04 20:04:39
341,Araouane,18.9,-3.53,85.19,14,0,3.24,ML,2020-11-04 20:02:04
342,Scarborough,54.28,-0.4,44.01,80,43,7.43,GB,2020-11-04 20:00:02
343,Miraflores,19.22,-98.81,73.4,23,5,11.41,MX,2020-11-04 20:04:39
344,Tete,-16.16,33.59,89.28,28,16,4.21,MZ,2020-11-04 20:00:18
345,Evensk,61.95,159.23,30.96,98,100,9.82,RU,2020-11-04 20:04:40
346,Manjacaze,-24.71,33.88,77.32,63,90,8.9,MZ,2020-11-04 20:04:40
347,Nema,57.51,50.5,35.94,97,100,4.9,RU,2020-11-04 20:04:40
348,Flinders,-34.58,150.86,62.01,86,100,4.0,AU,2020-11-04 19:59:49
349,Sulangan,11.14,123.72,80.69,81,100,6.73,PH,2020-11-04 20:04:41
350,Dickinson,29.46,-95.05,78.8,57,20,11.41,US,2020-11-04 20:01:37
351,Port Hedland,-20.32,118.57,75.2,73,1,10.29,AU,2020-11-04 19:59:54
352,Katangli,51.71,143.23,24.04,84,38,18.5,RU,2020-11-04 20:04:41
353,Hinton,53.4,-117.59,41.0,93,100,2.24,CA,2020-11-04 20:04:42
354,Tooele,40.53,-112.3,70.0,39,1,5.82,US,2020-11-04 20:04:42
355,Tarija,-21.54,-64.73,80.6,30,0,9.17,BO,2020-11-04 20:04:42
356,Malanje,-9.54,16.34,65.91,89,96,2.53,AO,2020-11-04 20:04:42
357,Ngaoundere,7.32,13.58,69.82,64,4,1.48,CM,2020-11-04 20:04:43
358,Castro,-24.79,-50.01,61.52,79,19,6.08,BR,2020-11-04 20:00:37
359,Burnsville,44.77,-93.28,73.4,28,1,8.05,US,2020-11-04 20:04:43
360,Jinxiang,27.43,120.61,59.09,75,66,9.48,CN,2020-11-04 20:04:44
361,Nioro,13.35,-15.75,81.77,64,15,9.35,GM,2020-11-04 20:03:55
362,Vieste,41.88,16.18,59.0,82,40,4.7,IT,2020-11-04 20:04:45
363,Lyndon,38.26,-85.6,73.4,33,1,8.05,US,2020-11-04 20:04:45
364,Gazanjyk,39.24,55.52,57.79,30,96,14.85,TM,2020-11-04 20:04:45
365,Soavinandriana,-19.17,46.73,68.74,62,87,1.5,MG,2020-11-04 20:04:46
366,Karaikkudi,10.07,78.78,78.31,83,100,5.88,IN,2020-11-04 20:03:57
367,Washington,47.5,-120.5,53.01,93,75,2.51,US,2020-11-04 20:03:43
368,Dali,25.7,100.18,54.39,87,29,4.38,CN,2020-11-04 20:04:46
369,Pavlodar,52.3,76.95,33.8,69,0,17.9,KZ,2020-11-04 20:04:46
370,Mezhdurechensk,53.69,88.06,27.86,95,100,15.93,RU,2020-11-04 20:04:47
371,Karratha,-20.74,116.85,72.84,44,0,7.83,AU,2020-11-04 20:04:02
372,Mehamn,71.04,27.85,39.2,83,40,20.8,NO,2020-11-04 20:02:57
373,Coquimbo,-29.95,-71.34,59.0,77,90,12.75,CL,2020-11-04 20:00:23
374,Oum Hadjer,13.3,19.7,86.38,17,2,15.68,TD,2020-11-04 20:00:17
375,Pomabamba,-8.83,-77.47,61.86,47,40,5.59,PE,2020-11-04 20:04:48
376,Falkenberg,56.91,12.49,50.0,76,15,20.8,SE,2020-11-04 20:04:48
377,Muisne,0.6,-80.03,84.2,70,0,14.99,EC,2020-11-04 20:03:07
378,Vao,-22.67,167.48,72.68,87,4,9.24,NC,2020-11-04 20:04:48
379,Camacha,33.08,-16.33,60.8,82,40,13.87,PT,2020-11-04 20:04:48
380,Namtsy,62.72,129.67,5.0,84,0,8.95,RU,2020-11-04 20:04:49
381,Finnsnes,69.23,17.98,41.0,90,75,23.04,NO,2020-11-04 20:04:49
382,Nuuk,64.18,-51.72,26.6,100,75,5.82,GL,2020-11-04 20:00:13
383,Selfoss,63.93,-21.0,43.0,84,100,5.01,IS,2020-11-04 20:04:49
384,Sakaiminato,35.55,133.23,42.8,93,20,8.05,JP,2020-11-04 20:00:10
385,Montes Altos,-5.83,-47.07,93.2,49,75,2.24,BR,2020-11-04 20:04:50
386,Kokopo,-4.35,152.26,79.3,80,100,3.56,PG,2020-11-04 20:04:50
387,Linqiong,30.42,103.46,57.99,100,75,4.47,CN,2020-11-04 20:04:50
388,Aleysk,52.49,82.78,30.18,89,100,27.25,RU,2020-11-04 20:04:50
389,Goma,-1.68,29.22,64.56,77,12,3.96,CD,2020-11-04 20:02:38
390,Paracatu,-17.22,-46.87,77.88,64,72,4.16,BR,2020-11-04 20:04:51
391,Dolores,-36.31,-57.68,64.53,60,3,15.84,AR,2020-11-04 20:04:51
392,Lasa,46.62,10.7,54.0,86,40,6.93,IT,2020-11-04 20:03:10
393,Ndele,8.41,20.65,76.35,54,98,3.18,CF,2020-11-04 20:04:52
394,San Cristobal,7.77,-72.22,87.8,62,40,11.41,VE,2020-11-04 20:01:12
395,Zhezkazgan,47.8,67.71,30.67,84,0,5.93,KZ,2020-11-04 20:04:52
396,Polson,47.69,-114.16,57.0,66,95,4.0,US,2020-11-04 20:04:52
397,Narrabri,-30.32,149.78,60.8,72,40,9.17,AU,2020-11-04 20:04:53
398,Saint-Joseph,-21.37,55.62,71.6,60,75,6.93,RE,2020-11-04 20:04:53
399,Mirabad,30.44,61.84,61.36,26,0,13.91,AF,2020-11-04 20:04:53
400,Udachnyy,66.42,112.4,-4.0,83,90,2.24,RU,2020-11-04 19:59:03
401,Las Juntas,19.42,-104.7,87.8,79,5,11.41,MX,2020-11-04 20:04:53
402,Lujan,-34.57,-59.1,75.99,41,42,3.0,AR,2020-11-04 20:04:54
403,Garachine,8.06,-78.36,81.54,72,94,13.53,PA,2020-11-04 20:04:54
404,Lebanon,36.21,-86.29,71.6,35,1,6.93,US,2020-11-04 20:04:37
405,Carballo,43.21,-8.69,51.01,70,79,13.0,ES,2020-11-04 20:04:54
406,Vidim,56.41,103.11,23.67,93,100,10.8,RU,2020-11-04 20:04:54
407,Puro,12.48,123.38,78.51,83,100,3.83,PH,2020-11-04 20:04:55
408,Qasigiannguit,68.82,-51.19,28.4,74,75,10.29,GL,2020-11-04 20:04:55
409,Meulaboh,4.14,96.13,75.87,88,100,3.85,ID,2020-11-04 20:04:42
410,Dashitou,43.31,128.51,31.24,88,5,7.49,CN,2020-11-04 20:04:55
411,Stromness,58.97,-3.3,48.2,87,75,25.28,GB,2020-11-04 20:03:59
412,Abu Kamal,34.45,40.92,69.4,49,100,7.94,SY,2020-11-04 20:04:56
413,Aklavik,68.22,-135.01,5.0,84,90,6.93,CA,2020-11-04 20:04:56
414,Aswan,24.09,32.91,70.09,35,0,11.95,EG,2020-11-04 20:04:57
415,Isangel,-19.55,169.27,76.89,82,100,3.44,VU,2020-11-04 20:02:35
416,Port Hueneme,34.15,-119.2,75.2,68,1,9.17,US,2020-11-04 20:04:57
417,Moron,-34.65,-58.62,75.0,34,26,7.0,AR,2020-11-04 20:04:57
418,Port Elizabeth,-33.92,25.57,68.0,88,0,6.93,ZA,2020-11-04 20:04:48
419,Mtsamboro,-12.7,45.07,78.8,78,0,5.82,YT,2020-11-04 20:04:58
420,Karimganj,24.87,92.35,69.3,95,6,2.13,IN,2020-11-04 20:04:58
421,Lakatoro,-16.1,167.42,75.2,94,75,5.82,VU,2020-11-04 20:04:58
422,Placido De Castro,-10.34,-67.19,97.39,32,80,2.53,BR,2020-11-04 20:04:58
423,Maragogi,-9.01,-35.22,79.25,74,9,11.03,BR,2020-11-04 20:01:33
424,Ankang,32.68,109.02,60.4,58,100,0.96,CN,2020-11-04 20:04:59
425,Avera,33.19,-82.53,71.6,30,1,9.17,US,2020-11-04 20:01:52
426,Beni Mazar,28.5,30.8,66.65,57,0,7.43,EG,2020-11-04 20:04:59
427,Lamu,-2.27,40.9,80.6,74,40,6.93,KE,2020-11-04 20:05:00
428,Balykshi,47.07,51.87,62.6,21,40,20.13,KZ,2020-11-04 20:05:00
429,Ola,59.58,151.28,14.92,88,91,15.88,RU,2020-11-04 20:05:00
430,Wageningen,51.97,5.67,42.01,93,0,1.12,NL,2020-11-04 20:05:01
431,Nanning,22.82,108.32,64.4,82,75,2.24,CN,2020-11-04 20:05:01
432,Whitianga,-36.83,175.7,64.0,95,100,8.01,NZ,2020-11-04 20:02:32
433,Ixtapa,20.7,-105.2,86.0,45,5,6.93,MX,2020-11-04 20:00:11
434,Merauke,-8.47,140.33,76.86,88,55,7.78,ID,2020-11-04 20:01:06
435,Fort Nelson,58.81,-122.7,8.6,84,75,2.24,CA,2020-11-04 20:00:02
436,Kavieng,-2.57,150.8,81.86,78,100,5.84,PG,2020-11-04 20:05:03
437,Bokoro,12.38,17.06,86.29,18,0,12.46,TD,2020-11-04 20:05:04
438,Charlestown,-32.95,151.67,66.99,82,85,9.69,AU,2020-11-04 20:05:04
439,Aksakovo,43.25,27.82,50.0,81,20,12.75,BG,2020-11-04 20:01:55
440,Cayenne,4.93,-52.33,78.8,88,95,3.36,GF,2020-11-04 20:00:06
441,Maskinonge,46.23,-73.02,39.2,64,94,11.41,CA,2020-11-04 20:05:04
442,Psebay,44.12,40.81,49.46,70,100,1.66,RU,2020-11-04 20:05:05
443,Kochubey,44.39,46.58,52.66,69,0,4.65,RU,2020-11-04 20:05:05
444,Laguna,38.42,-121.42,73.0,42,1,4.07,US,2020-11-04 20:01:08
445,Husavik,66.04,-17.34,48.2,45,90,33.33,IS,2020-11-04 20:05:06
446,Kutum,14.2,24.67,71.6,24,0,12.82,SD,2020-11-04 20:02:40
447,Sao Filipe,14.9,-24.5,77.07,81,100,8.25,CV,2020-11-04 20:05:06
448,San Rafael,-34.62,-68.33,92.01,16,49,24.34,AR,2020-11-04 20:05:06
449,Bimbo,4.26,18.42,78.8,83,20,3.36,CF,2020-11-04 20:05:06
450,Koungou,-12.73,45.2,78.8,78,0,5.82,YT,2020-11-04 20:05:07
451,Kuching,1.55,110.33,75.2,100,40,1.92,MY,2020-11-04 20:05:07
452,Vilhena,-12.74,-60.15,93.2,28,100,10.29,BR,2020-11-04 20:05:07
453,Ventspils,57.39,21.56,50.0,71,90,18.34,LV,2020-11-04 20:05:07
454,Glushkovo,51.34,34.63,44.44,88,0,1.03,RU,2020-11-04 20:05:07
455,Port Augusta,-32.5,137.77,55.4,62,40,14.99,AU,2020-11-04 20:05:08
456,Bembereke,10.23,2.66,79.27,36,88,2.86,BJ,2020-11-04 20:05:08
457,Baryatino,54.31,34.52,41.05,96,11,8.01,RU,2020-11-04 20:05:08
458,Langxiang,46.95,128.88,21.56,79,0,3.42,CN,2020-11-04 20:05:08
459,Le Port,-20.94,55.29,71.6,64,20,12.75,RE,2020-11-04 20:02:28
460,Oranjemund,-28.55,16.43,63.1,87,100,3.8,NA,2020-11-04 20:00:37
461,Tocopilla,-22.09,-70.2,67.21,50,21,9.93,CL,2020-11-04 20:03:46
462,Falam,22.92,93.68,55.81,100,81,3.49,MM,2020-11-04 20:04:04
463,Tiznit,29.58,-9.5,62.26,67,100,6.85,MA,2020-11-04 20:04:08
464,Petropavlovka,50.61,105.32,28.62,94,100,2.77,RU,2020-11-04 20:05:09
465,Moose Factory,51.26,-80.61,33.8,80,90,8.05,CA,2020-11-04 20:05:10
466,Westport,41.14,-73.36,61.0,54,1,5.82,US,2020-11-04 20:03:29
467,Winchester,51.07,-1.32,42.8,100,0,1.12,GB,2020-11-04 20:04:17
468,Tawau,4.25,117.89,75.2,100,20,4.7,MY,2020-11-04 20:05:10
469,Nemuro,43.32,145.57,42.4,73,18,19.44,JP,2020-11-04 20:05:11
470,Veinticinco De Mayo,-35.43,-60.17,75.0,33,71,10.0,AR,2020-11-04 20:03:20
471,Dzilam Gonzalez,21.28,-88.93,80.38,72,100,14.14,MX,2020-11-04 20:05:11
472,Asyut,27.18,31.18,68.0,45,0,10.29,EG,2020-11-04 20:05:11
473,Varzea Da Palma,-17.6,-44.73,77.09,67,100,0.63,BR,2020-11-04 20:05:11
474,Varna,43.22,27.92,50.0,81,20,12.75,BG,2020-11-04 20:01:13
475,Waitati,-45.75,170.57,64.0,69,96,3.0,NZ,2020-11-04 20:03:30
476,Borujerd,33.9,48.75,48.42,51,0,0.4,IR,2020-11-04 20:05:12
477,Hofn,64.25,-15.21,48.2,57,40,33.33,IS,2020-11-04 20:05:13
478,Snasa,64.25,12.38,42.8,87,75,18.34,NO,2020-11-04 20:05:13
479,Chernyshevskiy,63.01,112.47,10.85,97,89,1.74,RU,2020-11-04 20:05:14
480,Lavrentiya,65.58,-171.0,24.84,98,100,11.45,RU,2020-11-04 20:02:28
481,Mount Isa,-20.73,139.5,75.2,47,0,3.36,AU,2020-11-04 20:05:03
482,Mogadishu,2.04,45.34,79.21,84,40,11.77,SO,2020-11-04 20:05:10
483,Isla Vista,34.41,-119.86,81.0,72,20,5.82,US,2020-11-04 20:05:15
484,Manavalakurichi,8.13,77.3,82.4,100,40,1.12,IN,2020-11-04 20:05:15
485,Goderich,43.75,-81.72,62.6,48,0,17.22,CA,2020-11-04 20:04:07
486,San Vicente,-26.62,-54.13,77.16,25,0,7.25,AR,2020-11-04 20:05:16
487,Baherden,38.44,57.43,57.22,29,28,7.9,TM,2020-11-04 20:05:16
488,Bandarbeyla,9.49,50.81,76.01,73,0,15.7,SO,2020-11-04 20:05:17
489,Praya,14.92,-23.51,78.8,74,0,10.29,CV,2020-11-04 20:03:46
490,Lungi,9.22,-12.68,76.14,93,31,4.61,SL,2020-11-04 20:05:17
491,Caravelas,-17.71,-39.25,72.41,83,100,6.8,BR,2020-11-04 20:02:35
492,Bognor Regis,50.78,-0.68,42.01,83,22,7.16,GB,2020-11-04 20:05:18
493,Hirara,24.8,125.28,74.1,78,95,25.1,JP,2020-11-04 20:04:49
494,Nizwa,22.93,57.53,62.46,31,0,3.2,OM,2020-11-04 20:05:18
495,Jumla,29.27,82.18,38.86,66,0,4.81,NP,2020-11-04 20:05:19
496,Monrovia,6.3,-10.8,80.6,94,75,5.39,LR,2020-11-04 20:02:56
497,Lagoa,39.05,-27.98,61.0,72,28,19.17,PT,2020-11-04 20:01:58
498,Sioux Lookout,50.1,-91.92,55.4,50,20,4.7,CA,2020-11-04 20:03:56
499,Djambala,-2.54,14.75,70.47,92,100,2.68,CG,2020-11-04 20:05:19
500,Kodinsk,58.69,99.18,23.04,95,100,8.32,RU,2020-11-04 20:05:20
501,Santa Rosalia,27.32,-112.28,86.4,33,29,9.46,MX,2020-11-04 20:05:20
502,Altea,38.6,-0.05,60.01,88,100,3.0,ES,2020-11-04 20:05:20
503,Kisangani,0.52,25.2,74.32,82,51,1.83,CD,2020-11-04 20:05:20
504,Genhe,50.78,121.52,8.13,93,55,2.24,CN,2020-11-04 20:04:49
505,Deputatskiy,69.3,139.9,-19.55,82,0,1.12,RU,2020-11-04 20:03:24
506,Bayeux,-7.12,-34.93,82.4,74,0,13.87,BR,2020-11-04 20:05:21
507,Haines Junction,60.75,-137.51,-13.0,69,100,1.12,CA,2020-11-04 20:04:06
508,Skalica,48.84,17.23,52.0,85,98,13.4,SK,2020-11-04 20:02:27
509,Roebourne,-20.78,117.13,74.43,39,0,9.73,AU,2020-11-04 20:05:22
510,Juba,4.85,31.58,80.78,52,21,0.65,SS,2020-11-04 20:05:22
511,Dawei,14.08,98.2,73.58,81,1,4.43,MM,2020-11-04 20:05:22
512,Skibbereen,51.55,-9.27,44.6,75,75,5.82,IE,2020-11-04 20:05:22
513,Trincomalee,8.57,81.23,81.52,76,90,3.27,LK,2020-11-04 20:05:23
514,Bodden Town,19.28,-81.25,84.2,74,20,14.99,KY,2020-11-04 20:03:21
515,Muros,42.78,-9.06,53.01,65,79,13.0,ES,2020-11-04 20:05:23
516,Tilichiki,60.47,166.1,33.8,100,100,18.61,RU,2020-11-04 20:02:55
517,Humaita,-7.51,-63.02,94.21,46,96,1.57,BR,2020-11-04 20:05:24
518,Promyshlennyy,67.58,63.92,34.54,98,100,16.31,RU,2020-11-04 20:05:24
519,Bonfim,3.08,-59.95,92.82,46,100,4.94,BR,2020-11-04 20:05:24
520,Padang,-0.95,100.35,78.1,71,100,3.78,ID,2020-11-04 20:05:24
521,Ormara,25.21,64.64,75.63,76,0,12.84,PK,2020-11-04 20:05:25
522,Kangaatsiaq,68.31,-53.46,28.45,93,100,18.66,GL,2020-11-04 20:03:06
523,Aksu,41.12,80.26,38.95,60,74,0.81,CN,2020-11-04 20:05:25
524,Inirida,3.87,-67.92,74.64,91,100,4.03,CO,2020-11-04 20:05:25
525,Nyurba,63.28,118.33,6.78,95,95,1.45,RU,2020-11-04 20:05:26
526,Aitape,-3.14,142.35,76.37,89,100,11.54,PG,2020-11-04 20:05:26
527,Sabzevar,36.21,57.68,57.07,29,0,9.51,IR,2020-11-04 20:05:26
528,Altamira,-3.2,-52.21,89.6,59,40,4.7,BR,2020-11-04 20:05:26
529,Cabedelo,-6.98,-34.83,82.4,74,0,13.87,BR,2020-11-04 20:04:00
530,Soria,41.67,-2.67,39.0,94,100,8.01,ES,2020-11-04 20:05:27
531,Soe,-9.86,124.28,67.21,80,73,4.27,ID,2020-11-04 20:05:27
532,Kuusamo,65.97,29.18,37.4,93,90,10.29,FI,2020-11-04 20:05:27
533,Ukiah,39.15,-123.21,77.0,37,1,3.36,US,2020-11-04 20:04:04
534,Odweyne,9.41,45.06,72.82,39,5,8.55,SO,2020-11-04 20:05:27
535,Khasan,42.43,130.64,38.05,67,0,5.59,RU,2020-11-04 20:05:28
536,Council Bluffs,41.26,-95.86,75.0,43,40,6.93,US,2020-11-04 20:05:28
537,Cockburn Town,21.46,-71.14,84.2,66,75,12.75,TC,2020-11-04 20:03:03
538,Ferme-Neuve,46.7,-75.45,46.4,78,89,6.93,CA,2020-11-04 20:05:30
539,Qurbus,36.82,10.57,69.8,72,75,4.7,TN,2020-11-04 20:05:30
540,Palana,59.12,159.97,31.28,96,31,8.52,RU,2020-11-04 20:05:30
541,Vardo,70.37,31.11,39.2,80,75,34.45,NO,2020-11-04 20:04:42
542,Spassk,52.75,87.75,26.85,95,100,12.46,RU,2020-11-04 20:05:32
543,Pingliang,35.54,106.69,47.14,73,100,1.03,CN,2020-11-04 20:05:32
544,Bac Lieu,9.29,105.72,76.28,87,100,3.18,VN,2020-11-04 20:05:32
545,Moranbah,-22.0,148.05,68.88,66,0,8.16,AU,2020-11-04 20:05:32
546,Athabasca,54.72,-113.29,42.8,60,0,11.41,CA,2020-11-04 20:05:33
547,Hobyo,5.35,48.53,81.01,78,35,9.04,SO,2020-11-04 20:05:33
548,Soubre,5.79,-6.61,75.34,93,54,3.51,CI,2020-11-04 20:05:33
549,Hun,29.13,15.95,65.59,39,88,5.5,LY,2020-11-04 20:05:33
550,Nogliki,51.83,143.17,25.0,85,62,20.24,RU,2020-11-04 20:05:34
551,Felanitx,39.47,3.15,64.4,72,40,14.99,ES,2020-11-04 20:05:34
552,Vanavara,60.34,102.28,17.44,96,100,7.74,RU,2020-11-04 20:03:50
553,Hastings,50.86,0.57,44.01,73,12,5.86,GB,2020-11-04 20:03:00
554,Moshenskoye,58.51,34.59,43.7,86,100,9.15,RU,2020-11-04 20:05:34
555,Kapit,2.02,112.93,74.3,94,100,2.24,MY,2020-11-04 20:05:35
556,Kokoda,-8.88,147.74,74.01,70,99,3.0,PG,2020-11-04 20:05:35
557,Altay,47.87,88.12,19.13,82,5,2.24,CN,2020-11-04 20:03:29
558,Jardim,-21.48,-56.14,90.03,25,0,2.35,BR,2020-11-04 20:05:35
559,Lethem,3.38,-59.8,93.49,45,100,2.84,GY,2020-11-04 20:05:36
560,Iqaluit,63.75,-68.51,6.8,71,40,5.82,CA,2020-11-04 20:05:07
561,Tombouctou,20.0,-3.0,84.25,15,0,2.59,ML,2020-11-04 20:05:36
562,Boguchany,58.38,97.45,24.3,96,100,10.56,RU,2020-11-04 20:04:06
563,Bonga,7.28,36.23,58.5,83,0,1.32,ET,2020-11-04 20:05:36
